version_group_id,move_id,stat_id,stages,percent
5,207,2,2,0
5,211,3,1,10
5,230,7,-1,0
5,231,3,-1,30
5,232,2,1,10
5,242,3,-1,20
5,246,2,1,10
5,246,3,1,10
5,246,4,1,10
5,246,8,1,10
5,246,9,1,10
5,247,9,-1,20
5,249,3,-1,50
6,14,2,2,0
6,28,6,-1,0
6,39,3,-1,0
6,43,3,-1,0
6,45,2,-1,0
6,51,3,-1,10
6,61,4,-1,10
6,62,2,-1,10
6,74,8,1,0
6,81,4,-1,0
6,94,9,-1,10
6,96,2,1,0
6,97,4,2,0
6,103,3,-2,0
6,104,7,1,0
6,106,3,1,0
6,107,7,1,0
6,108,6,-1,0
6,110,3,1,0
6,111,3,1,0
6,112,3,2,0
6,132,4,-1,10
6,133,9,2,0
6,134,6,-1,0
6,145,4,-1,10
6,148,6,-1,0
6,151,3,2,0
6,159,2,1,0
6,178,4,-2,0
6,184,4,-2,90
6,189,6,-1,100
6,190,6,-1,50
6,196,4,-1,100
6,204,2,-2,0
6,207,2,2,0
6,211,3,1,10
6,230,7,-1,0
6,231,3,-1,30
6,232,2,1,10
6,242,3,-1,20
6,246,2,1,10
6,246,3,1,10
6,246,4,1,10
6,246,8,1,10
6,246,9,1,10
6,247,9,-1,20
6,249,3,-1,50
7,14,2,2,0
7,28,6,-1,0
7,39,3,-1,0
7,43,3,-1,0
7,45,2,-1,0
7,51,3,-1,10
7,61,4,-1,10
7,62,2,-1,10
7,74,8,1,0
7,81,4,-1,0
7,94,9,-1,10
7,96,2,1,0
7,97,4,2,0
7,103,3,-2,0
7,104,7,1,0
7,106,3,1,0
7,107,7,1,0
7,108,6,-1,0
7,110,3,1,0
7,111,3,1,0
7,112,3,2,0
7,132,4,-1,10
7,133,9,2,0
7,134,6,-1,0
7,145,4,-1,10
7,148,6,-1,0
7,151,3,2,0
7,159,2,1,0
7,178,4,-2,0
7,184,4,-2,90
7,189,6,-1,100
7,190,6,-1,50
7,196,4,-1,100
7,204,2,-2,0
7,207,2,2,0
7,211,3,1,10
7,230,7,-1,0
7,231,3,-1,30
7,232,2,1,10
7,242,3,-1,20
7,246,2,1,10
7,246,3,1,10
7,246,4,1,10
7,246,8,1,10
7,246,9,1,10
7,247,9,-1,20
7,249,3,-1,50
7,260,8,1,0
7,262,2,-2,0
7,262,8,-2,0
7,268,9,1,0
7,276,2,-1,100
7,276,3,-1,100
7,294,8,2,0
7,295,9,-1,50
7,296,8,-1,50
7,297,2,-2,0
7,306,3,-1,50
7,309,2,1,20
7,313,9,-2,0
7,315,8,-2,100
7,317,4,-1,100
7,318,2,1,10
7,318,3,1,10
7,318,4,1,10
7,318,8,1,10
7,318,9,1,10
7,319,9,-2,0
7,321,2,-1,0
7,321,3,-1,0
7,322,3,1,0
7,322,9,1,0
7,330,6,-1,30
7,334,3,2,0
7,336,2,1,0
7,339,2,1,0
7,339,3,1,0
7,341,4,-1,100
7,347,8,1,0
7,347,9,1,0
7,349,2,1,0
7,349,4,1,0
7,354,8,-2,100
8,14,2,2,0
8,28,6,-1,0
8,39,3,-1,0
8,43,3,-1,0
8,45,2,-1,0
8,51,3,-1,10
8,61,4,-1,10
8,62,2,-1,10
8,74,8,1,0
8,81,4,-1,0
8,94,9,-1,10
8,96,2,1,0
8,97,4,2,0
8,103,3,-2,0
8,104,7,1,0
8,106,3,1,0
8,107,7,1,0
8,108,6,-1,0
8,110,3,1,0
8,111,3,1,0
8,112,3,2,0
8,132,4,-1,10
8,133,9,2,0
8,134,6,-1,0
8,145,4,-1,10
8,148,6,-1,0
8,151,3,2,0
8,159,2,1,0
8,178,4,-2,0
8,184,4,-2,90
8,189,6,-1,100
8,190,6,-1,50
8,196,4,-1,100
8,204,2,-2,0
8,207,2,2,0
8,211,3,1,10
8,230,7,-1,0
8,231,3,-1,30
8,232,2,1,10
8,242,3,-1,20
8,246,2,1,10
8,246,3,1,10
8,246,4,1,10
8,246,8,1,10
8,246,9,1,10
8,247,9,-1,20
8,249,3,-1,50
8,260,8,1,0
8,262,2,-2,0
8,262,8,-2,0
8,268,9,1,0
8,276,2,-1,100
8,276,3,-1,100
8,294,8,2,0
8,295,9,-1,50
8,296,8,-1,50
8,297,2,-2,0
8,306,3,-1,50
8,309,2,1,20
8,313,9,-2,0
8,315,8,-2,100
8,317,4,-1,100
8,318,2,1,10
8,318,3,1,10
8,318,4,1,10
8,318,8,1,10
8,318,9,1,10
8,319,9,-2,0
8,321,2,-1,0
8,321,3,-1,0
8,322,3,1,0
8,322,9,1,0
8,330,6,-1,30
8,334,3,2,0
8,336,2,1,0
8,339,2,1,0
8,339,3,1,0
8,341,4,-1,100
8,347,8,1,0
8,347,9,1,0
8,349,2,1,0
8,349,4,1,0
8,354,8,-2,100
9,14,2,2,0
9,28,6,-1,0
9,39,3,-1,0
9,43,3,-1,0
9,45,2,-1,0
9,51,3,-1,10
9,61,4,-1,10
9,62,2,-1,10
9,74,8,1,0
9,81,4,-1,0
9,94,9,-1,10
9,96,2,1,0
9,97,4,2,0
9,103,3,-2,0
9,104,7,1,0
9,106,3,1,0
9,107,7,1,0
9,108,6,-1,0
9,110,3,1,0
9,111,3,1,0
9,112,3,2,0
9,132,4,-1,10
9,133,9,2,0
9,134,6,-1,0
9,145,4,-1,10
9,148,6,-1,0
9,151,3,2,0
9,159,2,1,0
9,178,4,-2,0
9,184,4,-2,90
9,189,6,-1,100
9,190,6,-1,50
9,196,4,-1,100
9,204,2,-2,0
9,207,2,2,0
9,211,3,1,10
9,230,7,-1,0
9,231,3,-1,30
9,232,2,1,10
9,242,3,-1,20
9,246,2,1,10
9,246,3,1,10
9,246,4,1,10
9,246,8,1,10
9,246,9,1,10
9,247,9,-1,20
9,249,3,-1,50
9,260,8,1,0
9,262,2,-2,0
9,262,8,-2,0
9,268,9,1,0
9,276,2,-1,100
9,276,3,-1,100
9,294,8,2,0
9,295,9,-1,50
9,296,8,-1,50
9,297,2,-2,0
9,306,3,-1,50
9,309,2,1,20
9,313,9,-2,0
9,315,8,-2,100
9,317,4,-1,100
9,318,2,1,10
9,318,3,1,10
9,318,4,1,10
9,318,8,1,10
9,318,9,1,10
9,319,9,-2,0
9,321,2,-1,0
9,321,3,-1,0
9,322,3,1,0
9,322,9,1,0
9,330,6,-1,30
9,334,3,2,0
9,336,2,1,0
9,339,2,1,0
9,339,3,1,0
9,341,4,-1,100
9,347,8,1,0
9,347,9,1,0
9,349,2,1,0
9,349,4,1,0
9,354,8,-2,100
10,14,2,2,0
10,28,6,-1,0
10,39,3,-1,0
10,43,3,-1,0
10,45,2,-1,0
10,51,9,-1,10
10,61,4,-1,10
10,62,2,-1,10
10,74,8,1,0
10,81,4,-1,0
10,94,9,-1,10
10,96,2,1,0
10,97,4,2,0
10,103,3,-2,0
10,104,7,1,0
10,106,3,1,0
10,107,7,1,0
10,108,6,-1,0
10,110,3,1,0
10,111,3,1,0
10,112,3,2,0
10,132,4,-1,10
10,133,9,2,0
10,134,6,-1,0
10,145,4,-1,10
10,148,6,-1,0
10,151,3,2,0
10,159,2,1,0
10,178,4,-2,0
10,184,4,-2,90
10,189,6,-1,100
10,190,6,-1,50
10,196,4,-1,100
10,204,2,-2,0
10,207,2,2,0
10,211,3,1,10
10,230,7,-1,0
10,231,3,-1,30
10,232,2,1,10
10,242,3,-1,20
10,246,2,1,10
10,246,3,1,10
10,246,4,1,10
10,246,8,1,10
10,246,9,1,10
10,247,9,-1,20
10,249,3,-1,50
10,254,3,1,0
10,254,9,1,0
10,260,8,1,0
10,262,2,-2,0
10,262,8,-2,0
10,268,9,1,0
10,276,2,-1,100
10,276,3,-1,100
10,294,8,2,0
10,295,9,-1,50
10,296,8,-1,50
10,297,2,-2,0
10,306,3,-1,50
10,309,2,1,20
10,313,9,-2,0
10,315,8,-2,100
10,317,4,-1,100
10,318,2,1,10
10,318,3,1,10
10,318,4,1,10
10,318,8,1,10
10,318,9,1,10
10,319,9,-2,0
10,321,2,-1,0
10,321,3,-1,0
10,322,3,1,0
10,322,9,1,0
10,330,6,-1,30
10,334,3,2,0
10,336,2,1,0
10,339,2,1,0
10,339,3,1,0
10,341,4,-1,100
10,347,8,1,0
10,347,9,1,0
10,349,2,1,0
10,349,4,1,0
10,354,8,-2,100
10,359,4,-1,100
10,370,3,-1,100
10,370,9,-1,100
10,397,4,2,0
10,405,9,-1,10
10,411,9,-1,10
10,412,9,-1,10
10,414,9,-1,10
10,417,8,2,0
10,426,6,-1,30
10,429,6,-1,30
10,430,9,-1,10
10,432,7,-1,0
10,434,8,-2,100
10,437,8,-2,100
10,445,8,-2,0
10,451,8,1,70
10,455,3,1,0
10,455,9,1,0
10,465,9,-2,40
10,466,2,1,10
10,466,3,1,10
10,466,4,1,10
10,466,8,1,10
10,466,9,1,10
11,14,2,2,0
11,28,6,-1,0
11,39,3,-1,0
11,43,3,-1,0
11,45,2,-1,0
11,51,9,-1,10
11,61,4,-1,10
11,62,2,-1,10
11,74,8,1,0
11,81,4,-1,0
11,94,9,-1,10
11,96,2,1,0
11,97,4,2,0
11,103,3,-2,0
11,104,7,1,0
11,106,3,1,0
11,107,7,1,0
11,108,6,-1,0
11,110,3,1,0
11,111,3,1,0
11,112,3,2,0
11,132,4,-1,10
11,133,9,2,0
11,134,6,-1,0
11,145,4,-1,10
11,148,6,-1,0
11,151,3,2,0
11,159,2,1,0
11,178,4,-2,0
11,184,4,-2,90
11,189,6,-1,100
11,190,6,-1,50
11,196,4,-1,100
11,204,2,-2,0
11,207,2,2,0
11,211,3,1,10
11,230,7,-1,0
11,231,3,-1,30
11,232,2,1,10
11,242,3,-1,20
11,246,2,1,10
11,246,3,1,10
11,246,4,1,10
11,246,8,1,10
11,246,9,1,10
11,247,9,-1,20
11,249,3,-1,50
11,254,3,1,0
11,254,9,1,0
11,260,8,1,0
11,262,2,-2,0
11,262,8,-2,0
11,268,9,1,0
11,276,2,-1,100
11,276,3,-1,100
11,294,8,2,0
11,295,9,-1,50
11,296,8,-1,50
11,297,2,-2,0
11,306,3,-1,50
11,309,2,1,20
11,313,9,-2,0
11,315,8,-2,100
11,317,4,-1,100
11,318,2,1,10
11,318,3,1,10
11,318,4,1,10
11,318,8,1,10
11,318,9,1,10
11,319,9,-2,0
11,321,2,-1,0
11,321,3,-1,0
11,322,3,1,0
11,322,9,1,0
11,330,6,-1,30
11,334,3,2,0
11,336,2,1,0
11,339,2,1,0
11,339,3,1,0
11,341,4,-1,100
11,347,8,1,0
11,347,9,1,0
11,349,2,1,0
11,349,4,1,0
11,354,8,-2,100
11,359,4,-1,100
11,370,3,-1,100
11,370,9,-1,100
11,397,4,2,0
11,405,9,-1,10
11,411,9,-1,10
11,412,9,-1,10
11,414,9,-1,10
11,417,8,2,0
11,426,6,-1,30
11,429,6,-1,30
11,430,9,-1,10
11,432,7,-1,0
11,434,8,-2,100
11,437,8,-2,100
11,445,8,-2,0
11,451,8,1,70
11,455,3,1,0
11,455,9,1,0
11,465,9,-2,40
11,466,2,1,10
11,466,3,1,10
11,466,4,1,10
11,466,8,1,10
11,466,9,1,10
12,14,2,2,0
12,28,6,-1,0
12,39,3,-1,0
12,43,3,-1,0
12,45,2,-1,0
12,51,9,-1,10
12,61,4,-1,10
12,62,2,-1,10
12,74,8,1,0
12,81,4,-1,0
12,94,9,-1,10
12,96,2,1,0
12,97,4,2,0
12,103,3,-2,0
12,104,7,1,0
12,106,3,1,0
12,107,7,1,0
12,108,6,-1,0
12,110,3,1,0
12,111,3,1,0
12,112,3,2,0
12,132,4,-1,10
12,133,9,2,0
12,134,6,-1,0
12,145,4,-1,10
12,148,6,-1,0
12,151,3,2,0
12,159,2,1,0
12,178,4,-2,0
12,184,4,-2,90
12,189,6,-1,100
12,190,6,-1,50
12,196,4,-1,100
12,204,2,-2,0
12,207,2,2,0
12,211,3,1,10
12,230,7,-1,0
12,231,3,-1,30
12,232,2,1,10
12,242,3,-1,20
12,246,2,1,10
12,246,3,1,10
12,246,4,1,10
12,246,8,1,10
12,246,9,1,10
12,247,9,-1,20
12,249,3,-1,50
12,254,3,1,0
12,254,9,1,0
12,260,8,1,0
12,262,2,-2,0
12,262,8,-2,0
12,268,9,1,0
12,276,2,-1,100
12,276,3,-1,100
12,294,8,2,0
12,295,9,-1,50
12,296,8,-1,50
12,297,2,-2,0
12,306,3,-1,50
12,309,2,1,20
12,313,9,-2,0
12,315,8,-2,100
12,317,4,-1,100
12,318,2,1,10
12,318,3,1,10
12,318,4,1,10
12,318,8,1,10
12,318,9,1,10
12,319,9,-2,0
12,321,2,-1,0
12,321,3,-1,0
12,322,3,1,0
12,322,9,1,0
12,330,6,-1,30
12,334,3,2,0
12,336,2,1,0
12,339,2,1,0
12,339,3,1,0
12,341,4,-1,100
12,347,8,1,0
12,347,9,1,0
12,349,2,1,0
12,349,4,1,0
12,354,8,-2,100
12,359,4,-1,100
12,370,3,-1,100
12,370,9,-1,100
12,397,4,2,0
12,405,9,-1,10
12,411,9,-1,10
12,412,9,-1,10
12,414,9,-1,10
12,417,8,2,0
12,426,6,-1,30
12,429,6,-1,30
12,430,9,-1,10
12,432,7,-1,0
12,434,8,-2,100
12,437,8,-2,100
12,445,8,-2,0
12,451,8,1,70
12,455,3,1,0
12,455,9,1,0
12,465,9,-2,40
12,466,2,1,10
12,466,3,1,10
12,466,4,1,10
12,466,8,1,10
12,466,9,1,10
13,14,2,2,0
13,28,6,-1,0
13,39,3,-1,0
13,43,3,-1,0
13,45,2,-1,0
13,51,9,-1,10
13,61,4,-1,10
13,62,2,-1,10
13,74,2,1,0
13,74,8,1,0
13,81,4,-1,0
13,94,9,-1,10
13,96,2,1,0
13,97,4,2,0
13,103,3,-2,0
13,104,7,1,0
13,106,3,1,0
13,107,7,2,0
13,108,6,-1,0
13,110,3,1,0
13,111,3,1,0
13,112,3,2,0
13,132,4,-1,10
13,133,9,2,0
13,134,6,-1,0
13,145,4,-1,10
13,148,6,-1,0
13,151,3,2,0
13,159,2,1,0
13,178,4,-2,0
13,184,4,-2,0
13,189,6,-1,100
13,190,6,-1,50
13,196,4,-1,100
13,204,2,-2,0
13,207,2,2,0
13,211,3,1,10
13,230,7,-1,0
13,231,3,-1,30
13,232,2,1,10
13,242,3,-1,20
13,246,2,1,10
13,246,3,1,10
13,246,4,1,10
13,246,8,1,10
13,246,9,1,10
13,247,9,-1,20
13,249,3,-1,50
13,254,3,1,0
13,254,9,1,0
13,260,8,1,0
13,262,2,-2,0
13,262,8,-2,0
13,268,9,1,0
13,276,2,-1,100
13,276,3,-1,100
13,294,8,3,0
13,295,9,-1,50
13,296,8,-1,50
13,297,2,-2,0
13,306,3,-1,50
13,309,2,1,20
13,313,9,-2,0
13,315,8,-2,100
13,317,4,-1,100
13,318,2,1,10
13,318,3,1,10
13,318,4,1,10
13,318,8,1,10
13,318,9,1,10
13,319,9,-2,0
13,321,2,-1,0
13,321,3,-1,0
13,322,3,1,0
13,322,9,1,0
13,330,6,-1,30
13,334,3,2,0
13,336,2,1,0
13,339,2,1,0
13,339,3,1,0
13,341,4,-1,100
13,347,8,1,0
13,347,9,1,0
13,349,2,1,0
13,349,4,1,0
13,354,8,-2,100
13,359,4,-1,100
13,370,3,-1,100
13,370,9,-1,100
13,397,4,2,0
13,405,9,-1,10
13,411,9,-1,10
13,412,9,-1,10
13,414,9,-1,10
13,417,8,2,0
13,426,6,-1,30
13,429,6,-1,30
13,430,9,-1,10
13,432,7,-1,0
13,434,8,-2,100
13,437,8,-2,100
13,445,8,-2,0
13,451,8,1,70
13,455,3,1,0
13,455,9,1,0
13,465,9,-2,40
13,466,2,1,10
13,466,3,1,10
13,466,4,1,10
13,466,8,1,10
13,466,9,1,10
13,468,2,1,0
13,468,6,1,0
13,475,4,2,0
13,483,4,1,0
13,483,8,1,0
13,483,9,1,0
13,488,4,1,100
13,489,2,1,0
13,489,3,1,0
13,489,6,1,0
13,490,4,-1,100
13,491,9,-2,100
13,504,2,2,100
13,504,3,-1,100
13,504,4,2,100
13,504,8,2,100
13,504,9,-1,100
13,508,2,1,0
13,508,4,2,0
13,522,8,-1,100
13,523,4,-1,100
13,526,2,1,0
13,526,8,1,0
13,527,4,-1,100
13,534,3,-1,50
13,536,6,-1,50
13,538,3,3,0
13,539,6,-1,40
13,549,4,-1,100
13,552,8,1,50
13,555,8,-1,100
13,557,3,-1,100
13,557,4,-1,100
13,557,9,-1,100
14,14,2,2,0
14,28,6,-1,0
14,39,3,-1,0
14,43,3,-1,0
14,45,2,-1,0
14,51,9,-1,10
14,61,4,-1,10
14,62,2,-1,10
14,74,2,1,0
14,74,8,1,0
14,81,4,-1,0
14,94,9,-1,10
14,96,2,1,0
14,97,4,2,0
14,103,3,-2,0
14,104,7,1,0
14,106,3,1,0
14,107,7,2,0
14,108,6,-1,0
14,110,3,1,0
14,111,3,1,0
14,112,3,2,0
14,132,4,-1,10
14,133,9,2,0
14,134,6,-1,0
14,145,4,-1,10
14,148,6,-1,0
14,151,3,2,0
14,159,2,1,0
14,178,4,-2,0
14,184,4,-2,0
14,189,6,-1,100
14,190,6,-1,50
14,196,4,-1,100
14,204,2,-2,0
14,207,2,2,0
14,211,3,1,10
14,230,7,-1,0
14,231,3,-1,30
14,232,2,1,10
14,242,3,-1,20
14,246,2,1,10
14,246,3,1,10
14,246,4,1,10
14,246,8,1,10
14,246,9,1,10
14,247,9,-1,20
14,249,3,-1,50
14,254,3,1,0
14,254,9,1,0
14,260,8,1,0
14,262,2,-2,0
14,262,8,-2,0
14,268,9,1,0
14,276,2,-1,100
14,276,3,-1,100
14,294,8,3,0
14,295,9,-1,50
14,296,8,-1,50
14,297,2,-2,0
14,306,3,-1,50
14,309,2,1,20
14,313,9,-2,0
14,315,8,-2,100
14,317,4,-1,100
14,318,2,1,10
14,318,3,1,10
14,318,4,1,10
14,318,8,1,10
14,318,9,1,10
14,319,9,-2,0
14,321,2,-1,0
14,321,3,-1,0
14,322,3,1,0
14,322,9,1,0
14,330,6,-1,30
14,334,3,2,0
14,336,2,1,0
14,339,2,1,0
14,339,3,1,0
14,341,4,-1,100
14,347,8,1,0
14,347,9,1,0
14,349,2,1,0
14,349,4,1,0
14,354,8,-2,100
14,359,4,-1,100
14,370,3,-1,100
14,370,9,-1,100
14,397,4,2,0
14,405,9,-1,10
14,411,9,-1,10
14,412,9,-1,10
14,414,9,-1,10
14,417,8,2,0
14,426,6,-1,30
14,429,6,-1,30
14,430,9,-1,10
14,432,7,-1,0
14,434,8,-2,100
14,437,8,-2,100
14,445,8,-2,0
14,451,8,1,70
14,455,3,1,0
14,455,9,1,0
14,465,9,-2,40
14,466,2,1,10
14,466,3,1,10
14,466,4,1,10
14,466,8,1,10
14,466,9,1,10
14,468,2,1,0
14,468,6,1,0
14,475,4,2,0
14,483,4,1,0
14,483,8,1,0
14,483,9,1,0
14,488,4,1,100
14,489,2,1,0
14,489,3,1,0
14,489,6,1,0
14,490,4,-1,100
14,491,9,-2,100
14,504,2,2,100
14,504,3,-1,100
14,504,4,2,100
14,504,8,2,100
14,504,9,-1,100
14,508,2,1,0
14,508,4,2,0
14,522,8,-1,100
14,523,4,-1,100
14,526,2,1,0
14,526,8,1,0
14,527,4,-1,100
14,534,3,-1,50
14,536,6,-1,50
14,538,3,3,0
14,539,6,-1,40
14,549,4,-1,100
14,552,8,1,50
14,555,8,-1,100
14,557,3,-1,100
14,557,4,-1,100
14,557,9,-1,100
15,14,2,2,0
15,28,6,-1,0
15,39,3,-1,0
15,43,3,-1,100
15,45,2,-1,0
15,51,9,-1,10
15,61,4,-1,10
15,62,2,-1,10
15,74,2,1,0
15,74,8,1,0
15,81,4,-2,0
15,94,9,-1,10
15,96,2,1,0
15,97,4,2,0
15,103,3,-2,0
15,104,7,1,0
15,106,3,1,0
15,107,7,2,0
15,108,6,-1,0
15,110,3,1,0
15,111,3,1,0
15,112,3,2,0
15,132,4,-1,10
15,133,9,2,0
15,134,6,-1,0
15,145,4,-1,10
15,148,6,-1,0
15,151,3,2,0
15,159,2,1,0
15,178,4,-2,0
15,184,4,-2,0
15,189,6,-1,100
15,190,6,-1,50
15,196,4,-1,100
15,204,2,-2,0
15,207,2,2,0
15,211,3,1,10
15,230,7,-2,0
15,231,3,-1,30
15,232,2,1,10
15,242,3,-1,20
15,246,2,1,10
15,246,3,1,10
15,246,4,1,10
15,246,8,1,10
15,246,9,1,10
15,247,9,-1,20
15,249,3,-1,50
15,254,3,1,0
15,254,9,1,0
15,260,8,1,0
15,262,2,-2,0
15,262,8,-2,0
15,268,9,1,0
15,276,2,-1,100
15,276,3,-1,100
15,294,8,3,0
15,295,9,-1,50
15,296,8,-1,50
15,297,2,-2,0
15,306,3,-1,50
15,309,2,1,20
15,313,9,-2,0
15,315,8,-2,100
15,317,4,-1,100
15,318,2,1,10
15,318,3,1,10
15,318,4,1,10
15,318,8,1,10
15,318,9,1,10
15,319,9,-2,0
15,321,2,-1,0
15,321,3,-1,0
15,322,3,1,0
15,322,9,1,0
15,330,6,-1,30
15,334,3,2,0
15,336,2,1,0
15,339,2,1,0
15,339,3,1,0
15,341,4,-1,100
15,347,8,1,0
15,347,9,1,0
15,349,2,1,0
15,349,4,1,0
15,354,8,-2,100
15,359,4,-1,100
15,370,3,-1,100
15,370,9,-1,100
15,397,4,2,0
15,405,9,-1,10
15,411,9,-1,10
15,412,9,-1,10
15,414,9,-1,10
15,417,8,2,0
15,426,6,-1,30
15,429,6,-1,30
15,430,9,-1,10
15,432,7,-1,0
15,434,8,-2,100
15,437,8,-2,100
15,445,8,-2,0
15,451,8,1,70
15,455,3,1,0
15,455,9,1,0
15,465,9,-2,40
15,466,2,1,10
15,466,3,1,10
15,466,4,1,10
15,466,8,1,10
15,466,9,1,10
15,468,2,1,0
15,468,6,1,0
15,475,4,2,0
15,483,4,1,0
15,483,8,1,0
15,483,9,1,0
15,488,4,1,100
15,489,2,1,0
15,489,3,1,0
15,489,6,1,0
15,490,4,-1,100
15,491,9,-2,100
15,504,2,2,100
15,504,3,-1,100
15,504,4,2,100
15,504,8,2,100
15,504,9,-1,100
15,508,2,1,0
15,508,4,2,0
15,522,8,-1,100
15,523,4,-1,100
15,526,2,1,0
15,526,8,1,0
15,527,4,-1,100
15,534,3,-1,50
15,536,6,-1,50
15,538,3,3,0
15,539,6,-1,40
15,549,4,-1,100
15,552,8,1,50
15,555,8,-1,100
15,557,3,-1,100
15,557,4,-1,100
15,557,9,-1,100
15,563,2,1,100
15,563,8,1,100
15,568,2,-1,100
15,568,8,-1,100
15,575,2,-1,100
15,575,8,-1,100
15,579,3,1,100
15,583,2,-1,10
15,585,8,-1,30
15,589,2,-1,100
15,590,8,-1,100
15,591,3,1,50
15,595,8,-1,100
15,597,9,1,0
15,598,8,-2,0
15,599,2,-1,100
15,599,4,-1,100
15,599,8,-1,100
15,601,4,2,0
15,601,8,2,0
15,601,9,2,0
15,602,3,1,0
15,602,9,1,0
15,608,2,-1,0
15,612,2,1,100
16,14,2,2,0
16,28,6,-1,0
16,39,3,-1,0
16,43,3,-1,100
16,45,2,-1,0
16,51,9,-1,10
16,61,4,-1,10
16,62,2,-1,10
16,74,2,1,0
16,74,8,1,0
16,81,4,-2,0
16,94,9,-1,10
16,96,2,1,0
16,97,4,2,0
16,103,3,-2,0
16,104,7,1,0
16,106,3,1,0
16,107,7,2,0
16,108,6,-1,0
16,110,3,1,0
16,111,3,1,0
16,112,3,2,0
16,132,4,-1,10
16,133,9,2,0
16,134,6,-1,0
16,145,4,-1,10
16,148,6,-1,0
16,151,3,2,0
16,159,2,1,0
16,178,4,-2,0
16,184,4,-2,0
16,189,6,-1,100
16,190,6,-1,50
16,196,4,-1,100
16,204,2,-2,0
16,207,2,2,0
16,211,3,1,10
16,230,7,-2,0
16,231,3,-1,30
16,232,2,1,10
16,242,3,-1,20
16,246,2,1,10
16,246,3,1,10
16,246,4,1,10
16,246,8,1,10
16,246,9,1,10
16,247,9,-1,20
16,249,3,-1,50
16,254,3,1,0
16,254,9,1,0
16,260,8,1,0
16,262,2,-2,0
16,262,8,-2,0
16,268,9,1,0
16,276,2,-1,100
16,276,3,-1,100
16,294,8,3,0
16,295,9,-1,50
16,296,8,-1,50
16,297,2,-2,0
16,306,3,-1,50
16,309,2,1,20
16,313,9,-2,0
16,315,8,-2,100
16,317,4,-1,100
16,318,2,1,10
16,318,3,1,10
16,318,4,1,10
16,318,8,1,10
16,318,9,1,10
16,319,9,-2,0
16,321,2,-1,0
16,321,3,-1,0
16,322,3,1,0
16,322,9,1,0
16,330,6,-1,30
16,334,3,2,0
16,336,2,1,0
16,339,2,1,0
16,339,3,1,0
16,341,4,-1,100
